"","x"
"139","20170106"
"140","20170106"
"141","20170106"
"142","20170106"
"143","20170106"
"144","20170106"
"145","20170107"
"146","20170107"
"147","20170107"
"148","20170107"
"149","20170107"
"150","20170107"
"151","20170107"
"152","20170107"
"153","20170107"
"154","20170107"
"155","20170107"
"156","20170107"
"157","20170107"
"158","20170107"
"159","20170107"
"160","20170107"
"161","20170107"
"162","20170107"
"163","20170107"
"164","20170107"
"165","20170107"
"166","20170107"
"167","20170107"
"168","20170107"
"169","20170108"
"170","20170108"
"171","20170108"
"172","20170108"
"173","20170108"
"174","20170108"
"175","20170108"
"176","20170108"
"177","20170108"
"178","20170108"
"179","20170108"
"180","20170108"
"181","20170108"
"182","20170108"
"183","20170108"
"184","20170108"
"185","20170108"
"186","20170108"
"187","20170108"
"188","20170108"
"189","20170108"
"190","20170108"
"191","20170108"
"192","20170108"
"193","20170109"
"194","20170109"
"195","20170109"
"196","20170109"
"197","20170109"
"198","20170109"
"199","20170109"
"200","20170109"
"201","20170109"
"202","20170109"
"203","20170109"
"204","20170109"
"205","20170109"
"206","20170109"
"207","20170109"
"208","20170109"
"209","20170109"
"210","20170109"
"211","20170109"
"212","20170109"
"213","20170109"
"214","20170109"
"215","20170109"
"216","20170109"
"217","20170110"
"218","20170110"
"219","20170110"
"220","20170110"
"221","20170110"
"222","20170110"
"223","20170110"
"224","20170110"
"225","20170110"
"226","20170110"
"227","20170110"
"228","20170110"
"229","20170110"
"230","20170110"
"231","20170110"
"232","20170110"
"233","20170110"
"234","20170110"
"235","20170110"
"236","20170110"
"237","20170110"
"238","20170110"
"239","20170110"
"240","20170110"
"241","20170111"
"242","20170111"
"243","20170111"
"244","20170111"
"245","20170111"
"246","20170111"
"247","20170111"
"248","20170111"
"249","20170111"
"250","20170111"
"251","20170111"
"252","20170111"
"253","20170111"
"254","20170111"
"255","20170111"
"256","20170111"
"257","20170111"
"258","20170111"
"259","20170111"
"260","20170111"
"261","20170111"
"262","20170111"
"263","20170111"
"264","20170111"
"265","20170112"
"266","20170112"
"267","20170112"
"268","20170112"
"269","20170112"
"270","20170112"
"271","20170112"
"272","20170112"
"273","20170112"
"274","20170112"
"275","20170112"
"276","20170112"
"277","20170112"
"278","20170112"
"279","20170112"
"280","20170112"
"281","20170112"
"282","20170112"
"283","20170112"
"284","20170112"
"285","20170112"
"286","20170112"
"287","20170112"
"288","20170112"
"289","20170113"
"290","20170113"
"291","20170113"
"292","20170113"
"293","20170113"
"294","20170113"
"295","20170113"
"296","20170113"
"297","20170113"
"298","20170113"
"299","20170113"
"300","20170113"
"301","20170113"
"302","20170113"
"303","20170113"
"304","20170113"
"305","20170113"
"306","20170113"
"307","20170113"
"308","20170113"
"309","20170113"
"310","20170113"
"311","20170113"
"312","20170113"
"313","20170114"
"314","20170114"
"315","20170114"
"316","20170114"
"317","20170114"
"318","20170114"
"319","20170114"
"320","20170114"
"321","20170114"
"322","20170114"
"323","20170114"
"324","20170114"
"325","20170114"
"326","20170114"
"327","20170114"
"328","20170114"
"329","20170114"
"330","20170114"
"331","20170114"
"332","20170114"
"333","20170114"
"334","20170114"
"335","20170114"
"336","20170114"
"337","20170115"
"338","20170115"
"339","20170115"
"340","20170115"
"341","20170115"
"342","20170115"
"343","20170115"
"344","20170115"
"345","20170115"
"346","20170115"
"347","20170115"
"348","20170115"
"349","20170115"
"350","20170115"
"351","20170115"
"352","20170115"
"353","20170115"
"354","20170115"
"355","20170115"
"356","20170115"
"357","20170115"
"358","20170115"
"359","20170115"
"360","20170115"
"361","20170116"
"362","20170116"
"363","20170116"
"364","20170116"
"365","20170116"
"366","20170116"
"367","20170116"
"368","20170116"
"369","20170116"
"370","20170116"
"371","20170116"
"372","20170116"
"373","20170116"
"374","20170116"
"375","20170116"
"376","20170116"
"377","20170116"
"378","20170116"
"379","20170116"
"380","20170116"
"381","20170116"
"382","20170116"
"383","20170116"
"384","20170116"
"385","20170117"
"386","20170117"
"387","20170117"
"388","20170117"
"389","20170117"
"390","20170117"
"391","20170117"
"392","20170117"
"393","20170117"
"394","20170117"
"395","20170117"
"396","20170117"
"397","20170117"
"398","20170117"
"399","20170117"
"400","20170117"
"401","20170117"
"402","20170117"
"403","20170117"
"404","20170117"
"405","20170117"
"406","20170117"
"407","20170117"
"408","20170117"
"409","20170118"
"410","20170118"
"411","20170118"
"412","20170118"
"413","20170118"
"414","20170118"
"415","20170118"
"416","20170118"
"417","20170118"
"418","20170118"
"419","20170118"
"420","20170118"
"421","20170118"
"422","20170118"
"423","20170118"
"424","20170118"
"425","20170118"
"426","20170118"
"427","20170118"
"428","20170118"
"429","20170118"
"430","20170118"
"431","20170118"
"432","20170118"
"433","20170119"
"434","20170119"
"435","20170119"
"436","20170119"
"437","20170119"
"438","20170119"
"439","20170119"
"440","20170119"
"441","20170119"
"442","20170119"
"443","20170119"
"444","20170119"
"445","20170119"
"446","20170119"
"447","20170119"
"448","20170119"
"449","20170119"
"450","20170119"
"451","20170119"
"452","20170119"
"453","20170119"
"454","20170119"
"455","20170119"
"456","20170119"
"457","20170120"
"458","20170120"
"459","20170120"
"460","20170120"
"461","20170120"
"462","20170120"
"463","20170120"
"464","20170120"
"465","20170120"
"466","20170120"
"467","20170120"
"468","20170120"
"469","20170120"
"470","20170120"
"471","20170120"
"472","20170120"
"473","20170120"
"474","20170120"
"475","20170120"
"476","20170120"
"477","20170120"
"478","20170120"
"479","20170120"
"480","20170120"
"481","20170121"
"482","20170121"
"483","20170121"
"484","20170121"
"485","20170121"
"486","20170121"
"487","20170121"
"488","20170121"
"489","20170121"
"490","20170121"
"491","20170121"
"492","20170121"
"493","20170121"
"494","20170121"
"495","20170121"
"496","20170121"
"497","20170121"
"498","20170121"
"499","20170121"
"500","20170121"
"501","20170121"
"502","20170121"
"503","20170121"
"504","20170121"
"505","20170122"
"506","20170122"
"507","20170122"
"508","20170122"
"509","20170122"
"510","20170122"
"511","20170122"
"512","20170122"
"513","20170122"
"514","20170122"
"515","20170122"
"516","20170122"
"517","20170122"
"518","20170122"
"519","20170122"
"520","20170122"
"521","20170122"
"522","20170122"
"523","20170122"
"524","20170122"
"525","20170122"
"526","20170122"
"527","20170122"
"528","20170122"
"529","20170123"
"530","20170123"
"531","20170123"
"532","20170123"
"533","20170123"
"534","20170123"
"535","20170123"
"536","20170123"
"537","20170123"
"538","20170123"
"539","20170123"
"540","20170123"
"541","20170123"
"542","20170123"
"543","20170123"
"544","20170123"
"545","20170123"
"546","20170123"
"547","20170123"
"548","20170123"
"549","20170123"
"550","20170123"
"551","20170123"
"552","20170123"
"553","20170124"
"554","20170124"
"555","20170124"
"556","20170124"
"557","20170124"
"558","20170124"
"559","20170124"
"560","20170124"
"561","20170124"
"562","20170124"
"563","20170124"
"564","20170124"
"565","20170124"
"566","20170124"
"567","20170124"
"568","20170124"
"569","20170124"
"570","20170124"
"571","20170124"
"572","20170124"
"573","20170124"
"574","20170124"
"575","20170124"
"576","20170124"
"577","20170125"
"578","20170125"
"579","20170125"
"580","20170125"
"581","20170125"
"582","20170125"
"583","20170125"
"584","20170125"
"585","20170125"
"586","20170125"
"587","20170125"
"588","20170125"
"589","20170125"
"590","20170125"
"591","20170125"
"592","20170125"
"593","20170125"
"594","20170125"
"595","20170125"
"596","20170125"
"597","20170125"
"598","20170125"
"599","20170125"
"600","20170125"
"601","20170126"
"602","20170126"
"603","20170126"
"604","20170126"
"605","20170126"
"606","20170126"
"607","20170126"
"608","20170126"
"609","20170126"
"610","20170126"
"611","20170126"
"612","20170126"
"613","20170126"
"614","20170126"
"615","20170126"
"616","20170126"
"617","20170126"
"618","20170126"
"619","20170126"
"620","20170126"
"621","20170126"
"622","20170126"
"623","20170126"
"624","20170126"
"625","20170127"
"626","20170127"
"627","20170127"
"628","20170127"
"629","20170127"
"630","20170127"
"631","20170127"
"632","20170127"
"633","20170127"
"634","20170127"
"635","20170127"
"636","20170127"
"637","20170127"
"638","20170127"
"639","20170127"
"640","20170127"
"641","20170127"
"642","20170127"
"643","20170127"
"644","20170127"
"645","20170127"
"646","20170127"
"647","20170127"
"648","20170127"
"649","20170128"
"650","20170128"
"651","20170128"
"652","20170128"
"653","20170128"
"654","20170128"
"655","20170128"
"656","20170128"
"657","20170128"
"658","20170128"
"659","20170128"
"660","20170128"
"661","20170128"
"662","20170128"
"663","20170128"
"664","20170128"
"665","20170128"
"666","20170128"
"667","20170128"
"668","20170128"
"669","20170128"
"670","20170128"
"671","20170128"
"672","20170128"
"673","20170129"
"674","20170129"
"675","20170129"
"676","20170129"
"677","20170129"
"678","20170129"
"679","20170129"
"680","20170129"
"681","20170129"
"682","20170129"
"683","20170129"
"684","20170129"
"685","20170129"
"686","20170129"
"687","20170129"
"688","20170129"
"689","20170129"
"690","20170129"
"691","20170129"
"692","20170129"
"693","20170129"
"694","20170129"
"695","20170129"
"696","20170129"
"697","20170130"
"698","20170130"
"699","20170130"
"700","20170130"
"701","20170130"
"702","20170130"
"703","20170130"
"704","20170130"
"705","20170130"
"706","20170130"
"707","20170130"
"708","20170130"
"709","20170130"
"710","20170130"
"711","20170130"
"712","20170130"
"713","20170130"
"714","20170130"
"715","20170130"
"716","20170130"
"717","20170130"
"718","20170130"
"719","20170130"
"720","20170130"
"721","20170131"
"722","20170131"
"723","20170131"
"724","20170131"
"725","20170131"
"726","20170131"
"727","20170131"
"728","20170131"
"729","20170131"
"730","20170131"
"731","20170131"
"732","20170131"
"733","20170131"
"734","20170131"
"735","20170131"
"736","20170131"
"737","20170131"
"738","20170131"
"739","20170131"
"740","20170131"
"741","20170131"
"742","20170131"
"743","20170131"
"744","20170131"
"745","20170201"
"746","20170201"
"747","20170201"
"748","20170201"
"749","20170201"
"750","20170201"
"751","20170201"
"752","20170201"
"753","20170201"
"754","20170201"
"755","20170201"
"756","20170201"
"757","20170201"
"758","20170201"
"759","20170201"
"760","20170201"
"761","20170201"
"762","20170201"
"763","20170201"
"764","20170201"
"765","20170201"
"766","20170201"
"767","20170201"
"768","20170201"
"769","20170202"
"770","20170202"
"771","20170202"
"772","20170202"
"773","20170202"
"774","20170202"
"775","20170202"
"776","20170202"
"777","20170202"
"778","20170202"
"779","20170202"
"780","20170202"
"781","20170202"
"782","20170202"
"783","20170202"
"784","20170202"
"785","20170202"
"786","20170202"
"787","20170202"
"788","20170202"
"789","20170202"
"790","20170202"
"791","20170202"
"792","20170202"
"793","20170203"
"794","20170203"
"795","20170203"
"796","20170203"
"797","20170203"
"798","20170203"
"799","20170203"
"800","20170203"
"801","20170203"
"802","20170203"
"803","20170203"
"804","20170203"
"805","20170203"
"806","20170203"
"807","20170203"
"808","20170203"
"809","20170203"
"810","20170203"
"811","20170203"
"812","20170203"
"813","20170203"
"814","20170203"
"815","20170203"
"816","20170203"
"817","20170204"
"818","20170204"
"819","20170204"
"820","20170204"
"821","20170204"
"822","20170204"
"823","20170204"
"824","20170204"
"825","20170204"
"826","20170204"
"827","20170204"
"828","20170204"
"829","20170204"
"830","20170204"
"831","20170204"
"832","20170204"
"833","20170204"
"834","20170204"
"835","20170204"
"836","20170204"
"837","20170204"
"838","20170204"
"839","20170204"
"840","20170204"
"841","20170205"
"842","20170205"
"843","20170205"
"844","20170205"
"845","20170205"
"846","20170205"
"847","20170205"
"848","20170205"
"849","20170205"
"850","20170205"
"851","20170205"
"852","20170205"
"853","20170205"
"854","20170205"
"855","20170205"
"856","20170205"
"857","20170205"
"858","20170205"
"859","20170205"
"860","20170205"
"861","20170205"
"862","20170205"
"863","20170205"
"864","20170205"
"865","20170206"
"866","20170206"
"867","20170206"
"868","20170206"
"869","20170206"
"870","20170206"
"871","20170206"
"872","20170206"
"873","20170206"
"874","20170206"
"875","20170206"
"876","20170206"
"877","20170206"
"878","20170206"
"879","20170206"
"880","20170206"
"881","20170206"
"882","20170206"
"883","20170206"
"884","20170206"
"885","20170206"
"886","20170206"
"887","20170206"
"888","20170206"
"889","20170207"
"890","20170207"
"891","20170207"
"892","20170207"
"893","20170207"
"894","20170207"
"895","20170207"
"896","20170207"
"897","20170207"
"898","20170207"
"899","20170207"
"900","20170207"
"901","20170207"
"902","20170207"
"903","20170207"
"904","20170207"
"905","20170207"
"906","20170207"
"907","20170207"
"908","20170207"
"909","20170207"
"910","20170207"
"911","20170207"
"912","20170207"
"913","20170208"
"914","20170208"
"915","20170208"
"916","20170208"
"917","20170208"
"918","20170208"
"919","20170208"
"920","20170208"
"921","20170208"
"922","20170208"
"923","20170208"
"924","20170208"
"925","20170208"
"926","20170208"
"927","20170208"
"928","20170208"
"929","20170208"
"930","20170208"
"931","20170208"
"932","20170208"
"933","20170208"
"934","20170208"
"935","20170208"
"936","20170208"
"937","20170209"
"938","20170209"
"939","20170209"
"940","20170209"
"941","20170209"
"942","20170209"
"943","20170209"
"944","20170209"
"945","20170209"
"946","20170209"
"947","20170209"
"948","20170209"
"949","20170209"
"950","20170209"
"951","20170209"
"952","20170209"
"953","20170209"
"954","20170209"
"955","20170209"
"956","20170209"
"957","20170209"
"958","20170209"
"959","20170209"
"960","20170209"
"961","20170210"
"962","20170210"
"963","20170210"
"964","20170210"
"965","20170210"
"966","20170210"
"967","20170210"
"968","20170210"
"969","20170210"
"970","20170210"
"971","20170210"
"972","20170210"
"973","20170210"
"974","20170210"
"975","20170210"
"976","20170210"
"977","20170210"
"978","20170210"
"979","20170210"
"980","20170210"
"981","20170210"
"982","20170210"
"983","20170210"
"984","20170210"
"985","20170211"
"986","20170211"
"987","20170211"
"988","20170211"
"989","20170211"
"990","20170211"
"991","20170211"
"992","20170211"
"993","20170211"
"994","20170211"
"995","20170211"
"996","20170211"
"997","20170211"
"998","20170211"
"999","20170211"
"1000","20170211"
"1001","20170211"
"1002","20170211"
"1003","20170211"
"1004","20170211"
"1005","20170211"
"1006","20170211"
"1007","20170211"
"1008","20170211"
"1009","20170212"
"1010","20170212"
"1011","20170212"
"1012","20170212"
"1013","20170212"
"1014","20170212"
"1015","20170212"
"1016","20170212"
"1017","20170212"
"1018","20170212"
"1019","20170212"
"1020","20170212"
"1021","20170212"
"1022","20170212"
"1023","20170212"
"1024","20170212"
"1025","20170212"
"1026","20170212"
"1027","20170212"
"1028","20170212"
"1029","20170212"
"1030","20170212"
"1031","20170212"
"1032","20170212"
"1033","20170213"
"1034","20170213"
"1035","20170213"
"1036","20170213"
"1037","20170213"
"1038","20170213"
"1039","20170213"
"1040","20170213"
"1041","20170213"
"1042","20170213"
"1043","20170213"
"1044","20170213"
"1045","20170213"
"1046","20170213"
"1047","20170213"
"1048","20170213"
"1049","20170213"
"1050","20170213"
"1051","20170213"
"1052","20170213"
"1053","20170213"
"1054","20170213"
"1055","20170213"
"1056","20170213"
"1057","20170214"
"1058","20170214"
"1059","20170214"
"1060","20170214"
"1061","20170214"
"1062","20170214"
"1063","20170214"
"1064","20170214"
"1065","20170214"
"1066","20170214"
"1067","20170214"
"1068","20170214"
"1069","20170214"
"1070","20170214"
"1071","20170214"
"1072","20170214"
"1073","20170214"
"1074","20170214"
"1075","20170214"
"1076","20170214"
"1077","20170214"
"1078","20170214"
"1079","20170214"
"1080","20170214"
"1081","20170215"
"1082","20170215"
"1083","20170215"
"1084","20170215"
"1085","20170215"
"1086","20170215"
"1087","20170215"
"1088","20170215"
"1089","20170215"
"1090","20170215"
"1091","20170215"
"1092","20170215"
"1093","20170215"
"1094","20170215"
"1095","20170215"
"1096","20170215"
"1097","20170215"
"1098","20170215"
"1099","20170215"
"1100","20170215"
"1101","20170215"
"1102","20170215"
"1103","20170215"
"1104","20170215"
"1105","20170216"
"1106","20170216"
"1107","20170216"
"1108","20170216"
"1109","20170216"
"1110","20170216"
"1111","20170216"
"1112","20170216"
"1113","20170216"
"1114","20170216"
"1115","20170216"
"1116","20170216"
"1117","20170216"
"1118","20170216"
"1119","20170216"
"1120","20170216"
"1121","20170216"
"1122","20170216"
"1123","20170216"
"1124","20170216"
"1125","20170216"
"1126","20170216"
"1127","20170216"
"1128","20170216"
"1129","20170217"
"1130","20170217"
"1131","20170217"
"1132","20170217"
"1133","20170217"
"1134","20170217"
"1135","20170217"
"1136","20170217"
"1137","20170217"
"1138","20170217"
"1139","20170217"
"1140","20170217"
"1141","20170217"
"1142","20170217"
"1143","20170217"
"1144","20170217"
"1145","20170217"
"1146","20170217"
"1147","20170217"
"1148","20170217"
"1149","20170217"
"1150","20170217"
"1151","20170217"
"1152","20170217"
"1153","20170218"
"1154","20170218"
"1155","20170218"
"1156","20170218"
"1157","20170218"
"1158","20170218"
"1159","20170218"
"1160","20170218"
"1161","20170218"
"1162","20170218"
"1163","20170218"
"1164","20170218"
"1165","20170218"
"1166","20170218"
"1167","20170218"
"1168","20170218"
"1169","20170218"
"1170","20170218"
"1171","20170218"
"1172","20170218"
"1173","20170218"
"1174","20170218"
"1175","20170218"
"1176","20170218"
"1177","20170219"
"1178","20170219"
"1179","20170219"
"1180","20170219"
"1181","20170219"
"1182","20170219"
"1183","20170219"
"1184","20170219"
"1185","20170219"
"1186","20170219"
"1187","20170219"
"1188","20170219"
"1189","20170219"
"1190","20170219"
"1191","20170219"
"1192","20170219"
"1193","20170219"
"1194","20170219"
"1195","20170219"
"1196","20170219"
"1197","20170219"
"1198","20170219"
"1199","20170219"
"1200","20170219"
"1201","20170220"
"1202","20170220"
"1203","20170220"
"1204","20170220"
"1205","20170220"
"1206","20170220"
"1207","20170220"
"1208","20170220"
"1209","20170220"
"1210","20170220"
"1211","20170220"
"1212","20170220"
"1213","20170220"
"1214","20170220"
"1215","20170220"
"1216","20170220"
"1217","20170220"
"1218","20170220"
"1219","20170220"
"1220","20170220"
"1221","20170220"
"1222","20170220"
"1223","20170220"
"1224","20170220"
"1225","20170221"
"1226","20170221"
"1227","20170221"
"1228","20170221"
"1229","20170221"
"1230","20170221"
"1231","20170221"
"1232","20170221"
"1233","20170221"
"1234","20170221"
"1235","20170221"
"1236","20170221"
"1237","20170221"
"1238","20170221"
"1239","20170221"
"1240","20170221"
"1241","20170221"
"1242","20170221"
"1243","20170221"
"1244","20170221"
"1245","20170221"
"1246","20170221"
"1247","20170221"
"1248","20170221"
"1249","20170222"
"1250","20170222"
"1251","20170222"
"1252","20170222"
"1253","20170222"
"1254","20170222"
"1255","20170222"
"1256","20170222"
"1257","20170222"
"1258","20170222"
"1259","20170222"
"1260","20170222"
"1261","20170222"
"1262","20170222"
"1263","20170222"
"1264","20170222"
"1265","20170222"
"1266","20170222"
"1267","20170222"
"1268","20170222"
"1269","20170222"
"1270","20170222"
"1271","20170222"
"1272","20170222"
"1273","20170223"
"1274","20170223"
"1275","20170223"
"1276","20170223"
"1277","20170223"
"1278","20170223"
"1279","20170223"
"1280","20170223"
"1281","20170223"
"1282","20170223"
"1283","20170223"
"1284","20170223"
"1285","20170223"
"1286","20170223"
"1287","20170223"
"1288","20170223"
"1289","20170223"
"1290","20170223"
"1291","20170223"
"1292","20170223"
"1293","20170223"
"1294","20170223"
"1295","20170223"
"1296","20170223"
"1297","20170224"
"1298","20170224"
"1299","20170224"
"1300","20170224"
"1301","20170224"
"1302","20170224"
"1303","20170224"
"1304","20170224"
"1305","20170224"
"1306","20170224"
"1307","20170224"
"1308","20170224"
"1309","20170224"
"1310","20170224"
"1311","20170224"
"1312","20170224"
"1313","20170224"
"1314","20170224"
"1315","20170224"
"1316","20170224"
"1317","20170224"
"1318","20170224"
"1319","20170224"
"1320","20170224"
"1321","20170225"
"1322","20170225"
"1323","20170225"
"1324","20170225"
"1325","20170225"
"1326","20170225"
"1327","20170225"
"1328","20170225"
"1329","20170225"
"1330","20170225"
"1331","20170225"
"1332","20170225"
"1333","20170225"
"1334","20170225"
"1335","20170225"
"1336","20170225"
"1337","20170225"
"1338","20170225"
"1339","20170225"
"1340","20170225"
"1341","20170225"
"1342","20170225"
"1343","20170225"
"1344","20170225"
"1345","20170226"
"1346","20170226"
"1347","20170226"
"1348","20170226"
"1349","20170226"
"1350","20170226"
"1351","20170226"
"1352","20170226"
"1353","20170226"
"1354","20170226"
"1355","20170226"
"1356","20170226"
"1357","20170226"
"1358","20170226"
"1359","20170226"
"1360","20170226"
"1361","20170226"
"1362","20170226"
"1363","20170226"
"1364","20170226"
"1365","20170226"
"1366","20170226"
"1367","20170226"
"1368","20170226"
"1369","20170227"
"1370","20170227"
"1371","20170227"
"1372","20170227"
"1373","20170227"
"1374","20170227"
"1375","20170227"
"1376","20170227"
"1377","20170227"
"1378","20170227"
"1379","20170227"
"1380","20170227"
"1381","20170227"
"1382","20170227"
"1383","20170227"
"1384","20170227"
"1385","20170227"
"1386","20170227"
"1387","20170227"
"1388","20170227"
"1389","20170227"
"1390","20170227"
"1391","20170227"
"1392","20170227"
"1393","20170228"
"1394","20170228"
"1395","20170228"
"1396","20170228"
"1397","20170228"
"1398","20170228"
"1399","20170228"
"1400","20170228"
"1401","20170228"
"1402","20170228"
"1403","20170228"
"1404","20170228"
"1405","20170228"
"1406","20170228"
"1407","20170228"
"1408","20170228"
"1409","20170228"
"1410","20170228"
"1411","20170228"
"1412","20170228"
"1413","20170228"
"1414","20170228"
"1415","20170228"
"1416","20170228"
"1417","20170301"
"1418","20170301"
"1419","20170301"
"1420","20170301"
"1421","20170301"
"1422","20170301"
"1423","20170301"
"1424","20170301"
"1425","20170301"
"1426","20170301"
"1427","20170301"
"1428","20170301"
"1429","20170301"
"1430","20170301"
"1431","20170301"
"1432","20170301"
"1433","20170301"
"1434","20170301"
"1435","20170301"
"1436","20170301"
"1437","20170301"
"1438","20170301"
"1439","20170301"
"1440","20170301"
"1441","20170302"
"1442","20170302"
"1443","20170302"
"1444","20170302"
"1445","20170302"
"1446","20170302"
"1447","20170302"
"1448","20170302"
"1449","20170302"
"1450","20170302"
"1451","20170302"
"1452","20170302"
"1453","20170302"
"1454","20170302"
"1455","20170302"
"1456","20170302"
"1457","20170302"
"1458","20170302"
"1459","20170302"
"1460","20170302"
"1461","20170302"
"1462","20170302"
"1463","20170302"
"1464","20170302"
"1465","20170303"
"1466","20170303"
"1467","20170303"
"1468","20170303"
"1469","20170303"
"1470","20170303"
"1471","20170303"
"1472","20170303"
"1473","20170303"
"1474","20170303"
"1475","20170303"
"1476","20170303"
"1477","20170303"
"1478","20170303"
"1479","20170303"
"1480","20170303"
"1481","20170303"
"1482","20170303"
"1483","20170303"
"1484","20170303"
"1485","20170303"
"1486","20170303"
"1487","20170303"
"1488","20170303"
"1489","20170304"
"1490","20170304"
"1491","20170304"
"1492","20170304"
"1493","20170304"
"1494","20170304"
"1495","20170304"
"1496","20170304"
"1497","20170304"
"1498","20170304"
"1499","20170304"
"1500","20170304"
"1501","20170304"
"1502","20170304"
"1503","20170304"
"1504","20170304"
"1505","20170304"
"1506","20170304"
"1507","20170304"
"1508","20170304"
"1509","20170304"
"1510","20170304"
"1511","20170304"
"1512","20170304"
"1513","20170305"
"1514","20170305"
"1515","20170305"
"1516","20170305"
"1517","20170305"
"1518","20170305"
"1519","20170305"
"1520","20170305"
"1521","20170305"
"1522","20170305"
"1523","20170305"
"1524","20170305"
"1525","20170305"
"1526","20170305"
"1527","20170305"
"1528","20170305"
"1529","20170305"
"1530","20170305"
"1531","20170305"
"1532","20170305"
"1533","20170305"
"1534","20170305"
"1535","20170305"
"1536","20170305"
"1537","20170306"
"1538","20170306"
"1539","20170306"
"1540","20170306"
"1541","20170306"
"1542","20170306"
"1543","20170306"
"1544","20170306"
"1545","20170306"
"1546","20170306"
"1547","20170306"
"1548","20170306"
"1549","20170306"
"1550","20170306"
"1551","20170306"
"1552","20170306"
"1553","20170306"
"1554","20170306"
"1555","20170306"
"1556","20170306"
"1557","20170306"
"1558","20170306"
"1559","20170306"
"1560","20170306"
"1561","20170307"
"1562","20170307"
"1563","20170307"
"1564","20170307"
"1565","20170307"
"1566","20170307"
"1567","20170307"
"1568","20170307"
"1569","20170307"
"1570","20170307"
"1571","20170307"
"1572","20170307"
"1573","20170307"
"1574","20170307"
"1575","20170307"
"1576","20170307"
"1577","20170307"
"1578","20170307"
"1579","20170307"
"1580","20170307"
"1581","20170307"
"1582","20170307"
"1583","20170307"
"1584","20170307"
"1585","20170308"
"1586","20170308"
"1587","20170308"
"1588","20170308"
"1589","20170308"
"1590","20170308"
"1591","20170308"
"1592","20170308"
"1593","20170308"
"1594","20170308"
"1595","20170308"
"1596","20170308"
"1597","20170308"
"1598","20170308"
"1599","20170308"
"1600","20170308"
"1601","20170308"
"1602","20170308"
"1603","20170308"
"1604","20170308"
"1605","20170308"
"1606","20170308"
"1607","20170308"
"1608","20170308"
"1609","20170309"
"1610","20170309"
"1611","20170309"
"1612","20170309"
"1613","20170309"
"1614","20170309"
"1615","20170309"
"1616","20170309"
"1617","20170309"
"1618","20170309"
"1619","20170309"
"1620","20170309"
"1621","20170309"
"1622","20170309"
"1623","20170309"
"1624","20170309"
"1625","20170309"
"1626","20170309"
"1627","20170309"
"1628","20170309"
"1629","20170309"
"1630","20170309"
"1631","20170309"
"1632","20170309"
"1633","20170310"
"1634","20170310"
"1635","20170310"
"1636","20170310"
"1637","20170310"
"1638","20170310"
"1639","20170310"
"1640","20170310"
"1641","20170310"
"1642","20170310"
"1643","20170310"
"1644","20170310"
"1645","20170310"
"1646","20170310"
"1647","20170310"
"1648","20170310"
"1649","20170310"
"1650","20170310"
"1651","20170310"
"1652","20170310"
"1653","20170310"
"1654","20170310"
"1655","20170310"
"1656","20170310"
"1657","20170311"
"1658","20170311"
"1659","20170311"
"1660","20170311"
"1661","20170311"
"1662","20170311"
"1663","20170311"
"1664","20170311"
"1665","20170311"
